,F2,pairs,time,node_distance
26,1.0,1,610000.0,51
27,1.0,1,610000.0,51
28,1.0,1,610000.0,51
29,1.0,1,610000.0,51
30,1.0,1,610000.0,51
31,1.0,2,710000.0,51
32,1.0,1,610000.0,51
33,1.0,1,610000.0,51
34,1.0,1,610000.0,51
35,1.0,1,610000.0,51
36,1.0295220005548027e-34,1,610000.0,51
37,1.0,1,610000.0,51
38,1.0,1,610000.0,51
39,1.0,1,610000.0,51
40,1.0,1,610000.0,51
41,1.0,1,610000.0,51
42,1.0,1,610000.0,51
43,1.0,1,610000.0,51
44,1.0,1,610000.0,51
45,1.0,1,610000.0,51
46,1.0,1,610000.0,51
47,1.0,1,610000.0,51
48,1.0295220005548027e-34,3,810000.0,51
49,1.0,2,1220000.0,51
50,1.0,1,610000.0,51
51,0.0,1,610000.0,51
52,0.0,1,610000.0,51
53,1.0,1,610000.0,51
54,1.0,3,1320000.0,51
55,1.0,1,610000.0,51
56,1.0295220005548027e-34,1,610000.0,51
57,1.0,1,610000.0,51
58,1.0,1,610000.0,51
59,1.0295220005548027e-34,1,610000.0,51
60,1.0,1,610000.0,51
61,1.0,1,610000.0,51
62,1.0,2,1220000.0,51
63,1.0,1,610000.0,51
64,1.0,2,1220000.0,51
65,1.0,1,610000.0,51
66,1.0,1,610000.0,51
67,1.0,1,610000.0,51
68,1.0,1,610000.0,51
69,0.0,1,610000.0,51
70,1.0,1,610000.0,51
71,1.0,1,610000.0,51
72,1.0,1,610000.0,51
73,1.0,1,610000.0,51
74,1.0,1,610000.0,51
75,0.0,1,610000.0,51
76,1.0,2,1220000.0,51
77,1.0,1,610000.0,51
78,1.0,1,610000.0,51
79,1.0,1,610000.0,51
80,1.0,1,610000.0,51
81,0.0,1,610000.0,51
82,0.0,1,610000.0,51
83,1.0,1,610000.0,51
84,1.0,1,610000.0,51
85,1.0,1,610000.0,51
86,1.0,1,610000.0,51
87,1.0,1,610000.0,51
88,1.0,1,610000.0,51
89,1.0,1,610000.0,51
90,0.0,1,610000.0,51
91,1.0,1,610000.0,51
92,1.0,1,610000.0,51
93,1.0,1,610000.0,51
94,1.0,1,610000.0,51
95,1.0,1,610000.0,51
96,1.0,1,610000.0,51
97,1.0,1,610000.0,51
98,1.0,1,610000.0,51
99,1.0,1,610000.0,51
0,1.0,1,710000.0,61
1,1.0,1,710000.0,61
2,1.0,1,710000.0,61
3,1.0,2,810000.0,61
4,0.0,1,710000.0,61
5,1.0,1,710000.0,61
6,1.0,1,710000.0,61
7,0.0,1,710000.0,61
8,1.0,1,710000.0,61
9,0.0,1,710000.0,61
10,1.0,1,710000.0,61
11,0.0,1,710000.0,61
12,1.0,1,710000.0,61
13,1.0,1,710000.0,61
14,1.0,1,710000.0,61
15,1.0,1,710000.0,61
16,0.0,1,710000.0,61
17,1.0,1,710000.0,61
18,1.0,1,710000.0,61
19,1.0,1,710000.0,61
20,1.0,1,710000.0,61
21,1.0,1,710000.0,61
22,1.0,1,710000.0,61
23,1.0,1,710000.0,61
24,1.0,1,710000.0,61
25,1.0295220005548027e-34,1,710000.0,61
26,1.0,1,710000.0,61
27,0.0,1,710000.0,61
28,1.0295220005548027e-34,1,710000.0,61
29,1.0,2,1420000.0,61
30,1.0295220005548027e-34,2,810000.0,61
31,1.0,1,710000.0,61
32,1.0,1,710000.0,61
33,1.0295220005548027e-34,1,710000.0,61
34,1.0,2,1420000.0,61
35,1.0,1,710000.0,61
36,0.0,1,710000.0,61
37,1.0,1,710000.0,61
38,1.0,1,710000.0,61
39,0.0,1,710000.0,61
40,1.0,1,710000.0,61
41,0.0,1,710000.0,61
42,1.0,1,710000.0,61
43,1.0,1,710000.0,61
44,1.0,1,710000.0,61
45,1.0,1,710000.0,61
46,1.0,1,710000.0,61
47,1.0295220005548027e-34,1,710000.0,61
48,1.0,1,710000.0,61
49,1.0,1,710000.0,61
50,1.0,1,710000.0,61
51,1.0,1,710000.0,61
52,1.0,1,710000.0,61
53,1.0,1,710000.0,61
54,0.0,1,710000.0,61
55,1.0,1,710000.0,61
56,1.0,1,710000.0,61
57,1.0,2,810000.0,61
58,1.0,1,710000.0,61
59,1.0,1,710000.0,61
60,1.0,1,710000.0,61
61,1.0,1,710000.0,61
62,1.0,1,710000.0,61
63,1.0,1,710000.0,61
64,0.0,2,810000.0,61
65,1.0,1,710000.0,61
66,1.0,1,710000.0,61
67,1.0,1,710000.0,61
68,1.0,1,710000.0,61
69,1.0,1,710000.0,61
70,0.0,2,810000.0,61
71,1.0,3,1520000.0,61
72,1.0,1,710000.0,61
73,1.0,1,710000.0,61
74,1.0,1,710000.0,61
75,1.0,1,710000.0,61
76,1.0,1,710000.0,61
77,1.0,1,710000.0,61
78,1.0,1,710000.0,61
79,1.0,3,1520000.0,61
80,1.0,1,710000.0,61
81,1.0295220005548027e-34,1,710000.0,61
82,1.0,2,1420000.0,61
83,1.0295220005548027e-34,1,710000.0,61
84,1.0,1,710000.0,61
85,0.0,1,710000.0,61
86,1.0295220005548027e-34,1,710000.0,61
87,0.0,1,710000.0,61
88,1.0,1,710000.0,61
89,1.0,2,1420000.0,61
90,1.0,1,710000.0,61
91,0.0,1,710000.0,61
92,1.0,1,710000.0,61
93,1.0,1,710000.0,61
94,1.0,1,710000.0,61
95,1.0,1,710000.0,61
96,1.0,1,710000.0,61
97,0.0,1,710000.0,61
98,1.0,1,710000.0,61
99,1.0,1,710000.0,61
0,1.0295220005548027e-34,1,810000.0,71
1,1.0295220005548027e-34,1,810000.0,71
2,1.0,1,810000.0,71
3,1.0,1,810000.0,71
4,1.0,2,910000.0,71
5,1.0,1,810000.0,71
6,1.0,1,810000.0,71
7,0.0,1,810000.0,71
8,1.0,1,810000.0,71
9,1.0295220005548027e-34,1,810000.0,71
10,1.0,1,810000.0,71
11,1.0295220005548027e-34,2,1620000.0,71
12,1.0,1,810000.0,71
13,1.0295220005548027e-34,1,810000.0,71
14,0.0,1,810000.0,71
15,1.0,1,810000.0,71
16,1.0,1,810000.0,71
17,1.0,2,910000.0,71
18,1.0,1,810000.0,71
19,1.0,1,810000.0,71
20,1.0,1,810000.0,71
21,1.0,1,810000.0,71
22,0.0,1,810000.0,71
23,1.0,1,810000.0,71
24,1.0,1,810000.0,71
25,0.0,1,810000.0,71
26,1.0,1,810000.0,71
27,1.0295220005548027e-34,1,810000.0,71
28,1.0,1,810000.0,71
29,1.0,1,810000.0,71
30,1.0295220005548027e-34,1,810000.0,71
31,1.0295220005548027e-34,1,810000.0,71
32,1.0,1,810000.0,71
33,0.0,1,810000.0,71
34,1.0,1,810000.0,71
35,0.0,1,810000.0,71
36,1.0,1,810000.0,71
37,1.0,1,810000.0,71
38,1.0,1,810000.0,71
39,1.0,2,1620000.0,71
40,1.0,1,810000.0,71
41,1.0,1,810000.0,71
42,1.0,1,810000.0,71
43,1.0,1,810000.0,71
44,1.0,1,810000.0,71
45,1.0,1,810000.0,71
46,1.0295220005548027e-34,1,810000.0,71
47,1.0,1,810000.0,71
48,1.0,1,810000.0,71
49,1.0,2,910000.0,71
50,1.0,1,810000.0,71
51,1.0,1,810000.0,71
52,1.0,2,910000.0,71
53,0.0,1,810000.0,71
54,1.0,1,810000.0,71
55,1.0,2,1620000.0,71
56,0.0,2,910000.0,71
57,0.0,1,810000.0,71
58,1.0,1,810000.0,71
59,1.0,1,810000.0,71
60,0.0,1,810000.0,71
61,1.0,2,1620000.0,71
62,1.0295220005548027e-34,1,810000.0,71
63,1.0295220005548027e-34,1,810000.0,71
64,1.0,1,810000.0,71
65,1.0,1,810000.0,71
66,1.0,1,810000.0,71
67,0.0,1,810000.0,71
68,0.0,1,810000.0,71
69,1.0,1,810000.0,71
70,0.0,1,810000.0,71
71,1.0,1,810000.0,71
72,1.0295220005548027e-34,1,810000.0,71
73,1.0,1,810000.0,71
74,1.0,1,810000.0,71
75,1.0,3,1010000.0,71
76,1.0,2,910000.0,71
77,1.0,1,810000.0,71
78,1.0,1,810000.0,71
79,1.0,1,810000.0,71
80,1.0,1,810000.0,71
81,0.0,1,810000.0,71
82,1.0,1,810000.0,71
83,1.0,3,1010000.0,71
84,1.0,1,810000.0,71
85,1.0,1,810000.0,71
86,1.0,1,810000.0,71
87,1.0,1,810000.0,71
88,0.0,2,910000.0,71
89,1.0,1,810000.0,71
90,1.0,1,810000.0,71
91,1.0,1,810000.0,71
92,1.0,1,810000.0,71
93,1.0295220005548027e-34,1,810000.0,71
94,1.0,1,810000.0,71
95,1.0,1,810000.0,71
96,1.0,1,810000.0,71
97,1.0,1,810000.0,71
98,0.0,1,810000.0,71
99,1.0,1,810000.0,71
0,1.0,2,1010000.0,81
1,0.0,1,910000.0,81
2,1.0,1,910000.0,81
3,0.0,1,910000.0,81
4,1.0,1,910000.0,81
5,1.0,2,1010000.0,81
6,1.0,1,910000.0,81
7,1.0,1,910000.0,81
8,1.0295220005548027e-34,1,910000.0,81
9,1.0,1,910000.0,81
10,1.0,1,910000.0,81
11,1.0,1,910000.0,81
12,1.0,1,910000.0,81
13,1.0,1,910000.0,81
14,1.0,1,910000.0,81
15,1.0,1,910000.0,81
16,1.0,1,910000.0,81
17,1.0,1,910000.0,81
18,1.0,1,910000.0,81
19,1.0,1,910000.0,81
20,1.0,1,910000.0,81
21,1.0,1,910000.0,81
22,0.0,1,910000.0,81
23,1.0,1,910000.0,81
24,1.0295220005548027e-34,1,910000.0,81
25,1.0295220005548027e-34,1,910000.0,81
26,1.0,1,910000.0,81
27,1.0,1,910000.0,81
28,0.0,1,910000.0,81
29,1.0,1,910000.0,81
30,1.0295220005548027e-34,1,910000.0,81
31,1.0,1,910000.0,81
32,1.0,1,910000.0,81
33,1.0295220005548027e-34,1,910000.0,81
34,1.0,2,1010000.0,81
35,1.0,1,910000.0,81
36,1.0,1,910000.0,81
37,1.0,1,910000.0,81
38,1.0,1,910000.0,81
39,1.0,1,910000.0,81
40,1.0295220005548027e-34,1,910000.0,81
41,1.0,1,910000.0,81
42,1.0295220005548027e-34,1,910000.0,81
43,0.0,2,1010000.0,81
44,1.0,1,910000.0,81
45,1.0,1,910000.0,81
46,0.0,1,910000.0,81
47,1.0,1,910000.0,81
48,1.0,1,910000.0,81
49,1.0295220005548027e-34,1,910000.0,81
50,1.0,1,910000.0,81
51,1.0,1,910000.0,81
52,1.0,1,910000.0,81
53,1.0,1,910000.0,81
54,1.0,1,910000.0,81
55,0.0,2,1010000.0,81
56,1.0,1,910000.0,81
57,1.0,2,1820000.0,81
58,1.0,1,910000.0,81
59,1.0,1,910000.0,81
60,1.0,1,910000.0,81
61,1.0,2,1820000.0,81
62,1.0,1,910000.0,81
63,1.0295220005548027e-34,1,910000.0,81
64,1.0,1,910000.0,81
65,1.0295220005548027e-34,1,910000.0,81
66,1.0,1,910000.0,81
67,1.0,1,910000.0,81
68,1.0,1,910000.0,81
69,0.0,2,1820000.0,81
70,1.0,1,910000.0,81
71,1.0,1,910000.0,81
72,1.0,1,910000.0,81
73,1.0,1,910000.0,81
74,1.0,1,910000.0,81
75,1.0,1,910000.0,81
76,0.0,2,1010000.0,81
77,1.0,1,910000.0,81
78,1.0295220005548027e-34,2,1010000.0,81
79,0.0,1,910000.0,81
80,1.0,1,910000.0,81
81,1.0,1,910000.0,81
82,1.0,3,1920000.0,81
83,1.0295220005548027e-34,1,910000.0,81
84,1.0,1,910000.0,81
85,1.0,1,910000.0,81
86,1.0,2,1820000.0,81
87,0.0,1,910000.0,81
88,1.0,1,910000.0,81
89,0.0,1,910000.0,81
90,1.0295220005548027e-34,1,910000.0,81
91,1.0,1,910000.0,81
92,0.0,1,910000.0,81
93,1.0,1,910000.0,81
94,0.0,1,910000.0,81
95,1.0,2,1010000.0,81
96,1.0,1,910000.0,81
97,0.0,1,910000.0,81
98,1.0,1,910000.0,81
99,1.0,1,910000.0,81
0,1.0,2,1110000.0,91
